Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR7890879	WES cross-site study	Illumina HiSeq 4000	109181	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890879/SRR7890879.sra	SRR7890879.sra	SRR7890879_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/009/SRR7890879/SRR7890879_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/009/SRR7890879/SRR7890879_1.fastq.gz	SRR7890879_1.fastq.gz	SRR7890879_WES_cross-site_study_1.fastq.gz
SRR7890879	WES cross-site study	Illumina HiSeq 4000	109181	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890879/SRR7890879.sra	SRR7890879.sra	SRR7890879_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/009/SRR7890879/SRR7890879_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/009/SRR7890879/SRR7890879_2.fastq.gz	SRR7890879_2.fastq.gz	SRR7890879_WES_cross-site_study_2.fastq.gz
SRR7890878	WES cross-site study	Illumina HiSeq 4000	120434	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890878/SRR7890878.sra	SRR7890878.sra	SRR7890878_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/008/SRR7890878/SRR7890878_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/008/SRR7890878/SRR7890878_1.fastq.gz	SRR7890878_1.fastq.gz	SRR7890878_WES_cross-site_study_1.fastq.gz
SRR7890878	WES cross-site study	Illumina HiSeq 4000	120434	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890878/SRR7890878.sra	SRR7890878.sra	SRR7890878_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/008/SRR7890878/SRR7890878_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/008/SRR7890878/SRR7890878_2.fastq.gz	SRR7890878_2.fastq.gz	SRR7890878_WES_cross-site_study_2.fastq.gz
SRR7890877	WES cross-site study	Illumina HiSeq 4000	103094	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890877/SRR7890877.sra	SRR7890877.sra	SRR7890877_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/007/SRR7890877/SRR7890877_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/007/SRR7890877/SRR7890877_1.fastq.gz	SRR7890877_1.fastq.gz	SRR7890877_WES_cross-site_study_1.fastq.gz
SRR7890877	WES cross-site study	Illumina HiSeq 4000	103094	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890877/SRR7890877.sra	SRR7890877.sra	SRR7890877_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/007/SRR7890877/SRR7890877_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/007/SRR7890877/SRR7890877_2.fastq.gz	SRR7890877_2.fastq.gz	SRR7890877_WES_cross-site_study_2.fastq.gz
SRR7890876	WES cross-site study	Illumina HiSeq 4000	102508	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890876/SRR7890876.sra	SRR7890876.sra	SRR7890876_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/006/SRR7890876/SRR7890876_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/006/SRR7890876/SRR7890876_1.fastq.gz	SRR7890876_1.fastq.gz	SRR7890876_WES_cross-site_study_1.fastq.gz
SRR7890876	WES cross-site study	Illumina HiSeq 4000	102508	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890876/SRR7890876.sra	SRR7890876.sra	SRR7890876_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/006/SRR7890876/SRR7890876_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/006/SRR7890876/SRR7890876_2.fastq.gz	SRR7890876_2.fastq.gz	SRR7890876_WES_cross-site_study_2.fastq.gz
SRR7890875	WES cross-site study	Illumina HiSeq 4000	876805	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890875/SRR7890875.sra	SRR7890875.sra	SRR7890875_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/005/SRR7890875/SRR7890875_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/005/SRR7890875/SRR7890875_1.fastq.gz	SRR7890875_1.fastq.gz	SRR7890875_WES_cross-site_study_1.fastq.gz
SRR7890875	WES cross-site study	Illumina HiSeq 4000	876805	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890875/SRR7890875.sra	SRR7890875.sra	SRR7890875_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/005/SRR7890875/SRR7890875_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/005/SRR7890875/SRR7890875_2.fastq.gz	SRR7890875_2.fastq.gz	SRR7890875_WES_cross-site_study_2.fastq.gz
SRR7890874	WES cross-site study	Illumina HiSeq 4000	349486	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890874/SRR7890874.sra	SRR7890874.sra	SRR7890874_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/004/SRR7890874/SRR7890874_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/004/SRR7890874/SRR7890874_1.fastq.gz	SRR7890874_1.fastq.gz	SRR7890874_WES_cross-site_study_1.fastq.gz
SRR7890874	WES cross-site study	Illumina HiSeq 4000	349486	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890874/SRR7890874.sra	SRR7890874.sra	SRR7890874_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/004/SRR7890874/SRR7890874_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/004/SRR7890874/SRR7890874_2.fastq.gz	SRR7890874_2.fastq.gz	SRR7890874_WES_cross-site_study_2.fastq.gz
SRR7890873	FFPE WGS study	Illumina HiSeq 4000	3509623	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890873/SRR7890873.sra	SRR7890873.sra	SRR7890873_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/003/SRR7890873/SRR7890873_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/003/SRR7890873/SRR7890873_1.fastq.gz	SRR7890873_1.fastq.gz	SRR7890873_FFPE_WGS_study_1.fastq.gz
SRR7890873	FFPE WGS study	Illumina HiSeq 4000	3509623	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890873/SRR7890873.sra	SRR7890873.sra	SRR7890873_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/003/SRR7890873/SRR7890873_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/003/SRR7890873/SRR7890873_2.fastq.gz	SRR7890873_2.fastq.gz	SRR7890873_FFPE_WGS_study_2.fastq.gz
SRR7890872	FFPE WGS study	Illumina HiSeq 4000	3546411	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890872/SRR7890872.sra	SRR7890872.sra	SRR7890872_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/002/SRR7890872/SRR7890872_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/002/SRR7890872/SRR7890872_1.fastq.gz	SRR7890872_1.fastq.gz	SRR7890872_FFPE_WGS_study_1.fastq.gz
SRR7890872	FFPE WGS study	Illumina HiSeq 4000	3546411	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890872/SRR7890872.sra	SRR7890872.sra	SRR7890872_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/002/SRR7890872/SRR7890872_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/002/SRR7890872/SRR7890872_2.fastq.gz	SRR7890872_2.fastq.gz	SRR7890872_FFPE_WGS_study_2.fastq.gz
SRR7890871	FFPE WGS study	Illumina HiSeq 4000	2785746	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890871/SRR7890871.sra	SRR7890871.sra	SRR7890871_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/001/SRR7890871/SRR7890871_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/001/SRR7890871/SRR7890871_1.fastq.gz	SRR7890871_1.fastq.gz	SRR7890871_FFPE_WGS_study_1.fastq.gz
SRR7890871	FFPE WGS study	Illumina HiSeq 4000	2785746	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890871/SRR7890871.sra	SRR7890871.sra	SRR7890871_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/001/SRR7890871/SRR7890871_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/001/SRR7890871/SRR7890871_2.fastq.gz	SRR7890871_2.fastq.gz	SRR7890871_FFPE_WGS_study_2.fastq.gz
SRR7890870	FFPE WGS study	Illumina HiSeq 4000	4713107	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890870/SRR7890870.sra	SRR7890870.sra	SRR7890870_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/000/SRR7890870/SRR7890870_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/000/SRR7890870/SRR7890870_1.fastq.gz	SRR7890870_1.fastq.gz	SRR7890870_FFPE_WGS_study_1.fastq.gz
SRR7890870	FFPE WGS study	Illumina HiSeq 4000	4713107	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890870/SRR7890870.sra	SRR7890870.sra	SRR7890870_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/000/SRR7890870/SRR7890870_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/000/SRR7890870/SRR7890870_2.fastq.gz	SRR7890870_2.fastq.gz	SRR7890870_FFPE_WGS_study_2.fastq.gz
SRR7890869	FFPE WGS study	Illumina HiSeq 4000	3191767	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890869/SRR7890869.sra	SRR7890869.sra	SRR7890869_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/009/SRR7890869/SRR7890869_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/009/SRR7890869/SRR7890869_1.fastq.gz	SRR7890869_1.fastq.gz	SRR7890869_FFPE_WGS_study_1.fastq.gz
SRR7890869	FFPE WGS study	Illumina HiSeq 4000	3191767	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890869/SRR7890869.sra	SRR7890869.sra	SRR7890869_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/009/SRR7890869/SRR7890869_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/009/SRR7890869/SRR7890869_2.fastq.gz	SRR7890869_2.fastq.gz	SRR7890869_FFPE_WGS_study_2.fastq.gz
SRR7890868	FFPE WGS study	Illumina HiSeq 4000	2659798	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890868/SRR7890868.sra	SRR7890868.sra	SRR7890868_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/008/SRR7890868/SRR7890868_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/008/SRR7890868/SRR7890868_1.fastq.gz	SRR7890868_1.fastq.gz	SRR7890868_FFPE_WGS_study_1.fastq.gz
SRR7890868	FFPE WGS study	Illumina HiSeq 4000	2659798	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890868/SRR7890868.sra	SRR7890868.sra	SRR7890868_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/008/SRR7890868/SRR7890868_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/008/SRR7890868/SRR7890868_2.fastq.gz	SRR7890868_2.fastq.gz	SRR7890868_FFPE_WGS_study_2.fastq.gz
SRR7890867	FFPE WGS study	Illumina HiSeq 4000	3715202	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890867/SRR7890867.sra	SRR7890867.sra	SRR7890867_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/007/SRR7890867/SRR7890867_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/007/SRR7890867/SRR7890867_1.fastq.gz	SRR7890867_1.fastq.gz	SRR7890867_FFPE_WGS_study_1.fastq.gz
SRR7890867	FFPE WGS study	Illumina HiSeq 4000	3715202	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890867/SRR7890867.sra	SRR7890867.sra	SRR7890867_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/007/SRR7890867/SRR7890867_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/007/SRR7890867/SRR7890867_2.fastq.gz	SRR7890867_2.fastq.gz	SRR7890867_FFPE_WGS_study_2.fastq.gz
SRR7890866	FFPE WGS study	Illumina HiSeq 4000	3628572	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890866/SRR7890866.sra	SRR7890866.sra	SRR7890866_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/006/SRR7890866/SRR7890866_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/006/SRR7890866/SRR7890866_1.fastq.gz	SRR7890866_1.fastq.gz	SRR7890866_FFPE_WGS_study_1.fastq.gz
