Library Name,Sample Name,tissue,Run,age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sex,SRA Study,create_date,version,cell_line,culture_collection,treatment,Title,Platform__sra_explorer,Total bases,Create date,SRA URL,SRA filename,SRA nice filename,FastQ URL,FastQ Aspera URL,FastQ filename,FastQ nice filename,Sample,biosample,Platform__supplemntary_tables,Machine model,library prep.,Total Reads (PF),Raw reads coverage,Total Reads After Trimming,Percent Total Reads after Trimming,Total Mapped Reads (Trimmed),Percent Total Mapped Reads (Trimmed),Percent Non-duplicated Reads (Mapped Trimmed),Mean Effect Coverage Depth,Percent of Coverage >= 5X,Percent GC,Median Insert Size,Effect Mean Coverage Inside Target (X),Percent Reads Mapped On Target,Percent Coverage >= 30x
SPP_GT_1-4_1,SPP_GT_1-4_mix,DNA mix,SRR7947148,43,WGS,300,116858435100,SEQC-II,PRJNA489865,SAMN10102577,Human,47204184959,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728465,Illumina HiSeq 4000,SPP_GT_1-4_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-01T17:54:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3109693812,151,3031054048,97.47,3018769715,99.6,74.41,114.9,93.75,39.96,369,NA,NA,NA
SPP_GT_1-4_3,SPP_GT_1-4_mix,DNA mix,SRR7947149,43,WGS,300,118902582300,SEQC-II,PRJNA489865,SAMN10102577,Human,50325910770,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728471,Illumina HiSeq 4000,SPP_GT_1-4_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-01T18:10:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3123746868,152,3076330144,98.48,3065365108,99.64,70.75,111.86,93.76,40.08,392,NA,NA,NA
SPP_GT_1-4_3,SPP_GT_1-4_mix,DNA mix,SRR7947150,43,WGS,300,117747259200,SEQC-II,PRJNA489865,SAMN10102577,Human,49643589004,FDA,public,"fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728471,Illumina HiSeq 4000,SPP_GT_1-4_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3123746868,152,3076330144,98.48,3065365108,99.64,70.75,111.86,93.76,40.08,392,NA,NA,NA
SPP_GT_1-4_3,SPP_GT_1-4_mix,DNA mix,SRR7947151,43,WGS,300,116206032300,SEQC-II,PRJNA489865,SAMN10102577,Human,48265620845,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728471,Illumina HiSeq 4000,SPP_GT_1-4_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-01T18:55:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3123746868,152,3076330144,98.48,3065365108,99.64,70.75,111.86,93.76,40.08,392,NA,NA,NA
SPP_GT_1-9_1,SPP_GT_1-9_mix,DNA mix,SRR7947152,43,WGS,300,120047592900,SEQC-II,PRJNA489865,SAMN10102578,Human,49813118897,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728472,Illumina HiSeq 4000,SPP_GT_1-9_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-01T18:33:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3204903502,156,3169041440,98.88,3160284662,99.72,65.84,117.56,93.75,39.9,383,NA,NA,NA
SPP_GT_1-9_1,SPP_GT_1-9_mix,DNA mix,SRR7947153,43,WGS,300,120821269200,SEQC-II,PRJNA489865,SAMN10102578,Human,50461456348,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728472,Illumina HiSeq 4000,SPP_GT_1-9_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-01T18:15:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3204903502,156,3169041440,98.88,3160284662,99.72,65.84,117.56,93.75,39.9,383,NA,NA,NA
SPP_GT_1-9_1,SPP_GT_1-9_mix,DNA mix,SRR7947154,43,WGS,300,120323939400,SEQC-II,PRJNA489865,SAMN10102578,Human,50261740613,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728472,Illumina HiSeq 4000,SPP_GT_1-9_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-01T19:21:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3204903502,156,3169041440,98.88,3160284662,99.72,65.84,117.56,93.75,39.9,383,NA,NA,NA
SPP_GT_1-4_1,SPP_GT_1-4_mix,DNA mix,SRR7947188,43,WGS,300,113096247900,SEQC-II,PRJNA489865,SAMN10102577,Human,47327712222,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728465,Illumina HiSeq 4000,SPP_GT_1-4_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-01T18:57:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3109693812,151,3031054048,97.47,3018769715,99.6,74.41,114.9,93.75,39.96,369,NA,NA,NA
SPP_GT_1-4_1,SPP_GT_1-4_mix,DNA mix,SRR7947189,43,WGS,300,113121523500,SEQC-II,PRJNA489865,SAMN10102577,Human,47884280282,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728465,Illumina HiSeq 4000,SPP_GT_1-4_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-01T18:26:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3109693812,151,3031054048,97.47,3018769715,99.6,74.41,114.9,93.75,39.96,369,NA,NA,NA
SPP_GT_1-4_1,SPP_GT_1-4_mix,DNA mix,SRR7947190,43,WGS,300,112572841200,SEQC-II,PRJNA489865,SAMN10102577,Human,48453428473,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728465,Illumina HiSeq 4000,SPP_GT_1-4_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-01T18:22:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3109693812,151,3031054048,97.47,3018769715,99.6,74.41,114.9,93.75,39.96,369,NA,NA,NA
SPP_GT_1-9_3,SPP_GT_1-9_mix,DNA mix,SRR7947191,43,WGS,300,119940547500,SEQC-II,PRJNA489865,SAMN10102578,Human,50496935077,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728470,Illumina HiSeq 4000,SPP_GT_1-9_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-01T18:43:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3166832710,154,3142707394,99.24,3133546333,99.71,68.45,114.01,93.76,39.91,389,NA,NA,NA
SPP_GT_1-9_3,SPP_GT_1-9_mix,DNA mix,SRR7947192,43,WGS,300,119502432300,SEQC-II,PRJNA489865,SAMN10102578,Human,50492786459,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728470,Illumina HiSeq 4000,SPP_GT_1-9_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-01T18:54:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3166832710,154,3142707394,99.24,3133546333,99.71,68.45,114.01,93.76,39.91,389,NA,NA,NA
SPP_GT_1-9_3,SPP_GT_1-9_mix,DNA mix,SRR7947193,43,WGS,300,116176062000,SEQC-II,PRJNA489865,SAMN10102578,Human,49081309653,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728470,Illumina HiSeq 4000,SPP_GT_1-9_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-01T19:24:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3166832710,154,3142707394,99.24,3133546333,99.71,68.45,114.01,93.76,39.91,389,NA,NA,NA
SPP_GT_3-1_2,SPP_GT_3-1_mix,DNA mix,SRR7955942,43,WGS,300,113644225800,SEQC-II,PRJNA489865,SAMN10102579,Human,46895419764,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728474,Illumina HiSeq 4000,SPP_GT_3-1_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-02T16:54:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3053059056,148,3052239564,99.97,3042838917,99.69,66.07,112.68,93.75,39.79,376,NA,NA,NA
SPP_GT_3-1_2,SPP_GT_3-1_mix,DNA mix,SRR7955943,43,WGS,300,114121286700,SEQC-II,PRJNA489865,SAMN10102579,Human,47302683094,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728474,Illumina HiSeq 4000,SPP_GT_3-1_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-02T17:01:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3053059056,148,3052239564,99.97,3042838917,99.69,66.07,112.68,93.75,39.79,376,NA,NA,NA
SPP_GT_3-1_2,SPP_GT_3-1_mix,DNA mix,SRR7955944,43,WGS,300,114405880800,SEQC-II,PRJNA489865,SAMN10102579,Human,47053065604,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728474,Illumina HiSeq 4000,SPP_GT_3-1_mix,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-02T17:08:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mix,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,3053059056,148,3052239564,99.97,3042838917,99.69,66.07,112.68,93.75,39.79,376,NA,NA,NA
WGS_FD_T_2,HCC1395,breast carcinoma,SRR7890824,43,WGS,300,170412023100,ATCC,PRJNA489865,SAMN10102573,Human,69609498237,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728544,HiSeq X Ten,CRL-2324,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-22T02:44:00Z,1,CRL-2324,NA,NA,WGS cross-site study,HiSeq X Ten,1704120,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890824/SRR7890824.sra,SRR7890824.sra,SRR7890824_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/004/SRR7890824/SRR7890824_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/004/SRR7890824/SRR7890824_1.fastq.gz,SRR7890824_1.fastq.gz,SRR7890824_WGS_cross-site_study_1.fastq.gz,HCC1395,fresh cell,HiSeq,HiSeqX10,TruSeq PCR free,1136080154,55,1135450092,99.95,1131808658,99.68,91.65,43.07,92.88,40.43,375,NA,NA,NA
WGS_FD_T_2,HCC1395,breast carcinoma,SRR7890824,43,WGS,300,170412023100,ATCC,PRJNA489865,SAMN10102573,Human,69609498237,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728544,HiSeq X Ten,CRL-2324,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-22T02:44:00Z,1,CRL-2324,NA,NA,WGS cross-site study,HiSeq X Ten,1704120,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890824/SRR7890824.sra,SRR7890824.sra,SRR7890824_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/004/SRR7890824/SRR7890824_2.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/004/SRR7890824/SRR7890824_2.fastq.gz,SRR7890824_2.fastq.gz,SRR7890824_WGS_cross-site_study_2.fastq.gz,HCC1395,fresh cell,HiSeq,HiSeqX10,TruSeq PCR free,1136080154,55,1135450092,99.95,1131808658,99.68,91.65,43.07,92.88,40.43,375,NA,NA,NA
